HIM2_1,Port 1,Port 2,Port 3,Port 4,Port 5
6/24/2013 4:00 AM,0.051,#N/A,0.156,0.149,
6/24/2013 6:00 AM,0.049,0.151,0.155,0.148,
6/24/2013 8:00 AM,0.050,-0.197,0.153,0.145,
6/24/2013 10:00 AM,0.055,#N/A,0.153,0.143,
6/24/2013 12:00 PM,0.060,#N/A,0.155,0.143,
6/24/2013 2:00 PM,0.064,#N/A,0.158,0.147,
6/24/2013 4:00 PM,0.064,#N/A,0.161,0.150,
6/24/2013 6:00 PM,0.063,#N/A,0.161,0.152,
6/24/2013 8:00 PM,0.058,#N/A,0.161,0.151,
6/24/2013 10:00 PM,0.056,#N/A,0.159,0.151,
6/25/2013 12:00 AM,0.055,#N/A,0.158,0.149,
6/25/2013 2:00 AM,0.053,#N/A,0.156,0.147,
6/25/2013 4:00 AM,0.051,#N/A,0.155,0.147,
6/25/2013 6:00 AM,0.051,#N/A,0.153,0.146,
6/25/2013 8:00 AM,0.051,#N/A,0.153,0.145,
6/25/2013 10:00 AM,0.055,#N/A,0.152,0.142,
6/25/2013 12:00 PM,0.063,#N/A,0.154,0.141,
6/25/2013 2:00 PM,0.065,#N/A,0.156,0.147,
6/25/2013 4:00 PM,0.069,#N/A,0.159,0.146,
6/25/2013 6:00 PM,0.064,#N/A,0.162,0.150,
6/25/2013 8:00 PM,0.064,#N/A,0.162,0.147,
6/25/2013 10:00 PM,0.056,#N/A,0.159,0.152,
6/26/2013 12:00 AM,0.050,#N/A,0.156,0.152,
6/26/2013 2:00 AM,0.049,0.147,0.155,0.150,
6/26/2013 4:00 AM,0.049,0.150,0.153,0.149,
6/26/2013 6:00 AM,0.049,0.148,0.152,0.148,
6/26/2013 8:00 AM,0.049,-0.177,0.151,0.146,
6/26/2013 10:00 AM,0.055,#N/A,0.152,0.143,
6/26/2013 12:00 PM,0.064,#N/A,0.155,0.143,
6/26/2013 2:00 PM,0.071,#N/A,0.158,0.146,
6/26/2013 4:00 PM,0.071,#N/A,0.161,0.148,
6/26/2013 6:00 PM,0.068,#N/A,0.163,0.148,
6/26/2013 8:00 PM,0.064,#N/A,0.162,0.147,
6/26/2013 10:00 PM,0.056,#N/A,0.161,0.153,
6/27/2013 12:00 AM,0.051,#N/A,0.158,0.152,
6/27/2013 2:00 AM,0.051,#N/A,0.155,0.150,
6/27/2013 4:00 AM,0.049,#N/A,0.153,0.150,
6/27/2013 6:00 AM,0.047,0.150,0.152,0.150,
6/27/2013 8:00 AM,0.049,-0.354,0.151,0.147,
6/27/2013 10:00 AM,0.058,#N/A,0.153,0.143,
6/27/2013 12:00 PM,0.068,#N/A,0.156,0.143,
6/27/2013 2:00 PM,0.074,#N/A,0.159,0.145,
6/27/2013 4:00 PM,0.075,#N/A,0.162,0.147,
6/27/2013 6:00 PM,0.072,#N/A,0.165,0.148,
6/27/2013 8:00 PM,0.068,#N/A,0.164,0.147,
6/27/2013 10:00 PM,0.058,#N/A,0.162,0.153,
6/28/2013 12:00 AM,0.051,#N/A,0.158,0.155,
6/28/2013 2:00 AM,0.049,#N/A,0.155,0.151,
6/28/2013 4:00 AM,0.049,#N/A,0.153,0.149,
6/28/2013 6:00 AM,0.047,#N/A,0.152,0.150,
6/28/2013 8:00 AM,0.048,#N/A,0.150,0.145,
6/28/2013 10:00 AM,0.055,#N/A,0.152,0.143,
6/28/2013 12:00 PM,0.062,#N/A,0.154,0.143,
6/28/2013 2:00 PM,0.070,#N/A,0.157,0.145,
6/28/2013 4:00 PM,0.074,#N/A,0.162,0.145,
6/28/2013 6:00 PM,0.069,#N/A,0.163,0.148,
6/28/2013 8:00 PM,0.064,#N/A,0.162,0.149,
6/28/2013 10:00 PM,0.056,#N/A,0.159,0.152,
6/29/2013 12:00 AM,0.053,#N/A,0.157,0.150,
6/29/2013 2:00 AM,0.054,#N/A,0.156,0.149,
6/29/2013 4:00 AM,0.051,#N/A,0.153,0.150,
6/29/2013 6:00 AM,0.048,0.103,0.152,0.150,
6/29/2013 8:00 AM,0.051,#N/A,0.150,0.143,
6/29/2013 10:00 AM,0.058,#N/A,0.152,0.140,
6/29/2013 12:00 PM,0.065,#N/A,0.153,0.140,
6/29/2013 2:00 PM,0.073,#N/A,0.156,0.143,
6/29/2013 4:00 PM,0.075,#N/A,0.161,0.145,
6/29/2013 6:00 PM,0.072,#N/A,0.162,0.147,
6/29/2013 8:00 PM,0.069,#N/A,0.162,0.147,
6/29/2013 10:00 PM,0.056,#N/A,0.158,0.152,
6/30/2013 12:00 AM,0.056,#N/A,0.156,0.149,
6/30/2013 2:00 AM,0.055,#N/A,0.155,0.147,
6/30/2013 4:00 AM,0.051,#N/A,0.153,0.148,
6/30/2013 6:00 AM,0.049,#N/A,0.151,0.147,
6/30/2013 8:00 AM,0.051,#N/A,0.150,0.144,
6/30/2013 10:00 AM,0.057,#N/A,0.151,0.141,
6/30/2013 12:00 PM,0.064,#N/A,0.152,0.141,
6/30/2013 2:00 PM,0.071,#N/A,0.155,0.143,
6/30/2013 4:00 PM,0.074,#N/A,0.159,0.144,
6/30/2013 6:00 PM,0.071,#N/A,0.161,0.145,
6/30/2013 8:00 PM,0.068,#N/A,0.161,0.143,
6/30/2013 10:00 PM,0.059,#N/A,0.159,0.149,
7/1/2013 12:00 AM,0.054,#N/A,0.155,0.149,
7/1/2013 2:00 AM,0.049,#N/A,0.152,0.150,
7/1/2013 4:00 AM,0.046,#N/A,0.149,0.148,
7/1/2013 6:00 AM,0.045,#N/A,0.147,0.146,
7/1/2013 8:00 AM,0.046,#N/A,0.146,0.140,
7/1/2013 10:00 AM,0.054,#N/A,0.148,0.138,
7/1/2013 12:00 PM,0.064,#N/A,0.150,0.138,
7/1/2013 2:00 PM,0.073,#N/A,0.154,0.141,
7/1/2013 4:00 PM,0.074,#N/A,0.158,0.142,
7/1/2013 6:00 PM,0.069,#N/A,0.160,0.144,
7/1/2013 8:00 PM,0.064,#N/A,0.159,0.144,
7/1/2013 10:00 PM,0.056,#N/A,0.156,0.148,
7/2/2013 12:00 AM,0.053,#N/A,0.153,0.146,
7/2/2013 2:00 AM,0.054,#N/A,0.152,0.143,
7/2/2013 4:00 AM,0.052,#N/A,0.150,0.144,
7/2/2013 6:00 AM,0.050,#N/A,0.148,0.143,
7/2/2013 8:00 AM,0.049,#N/A,0.147,0.141,
7/2/2013 10:00 AM,0.056,#N/A,0.148,0.139,
7/2/2013 12:00 PM,0.061,#N/A,0.148,0.139,
7/2/2013 2:00 PM,0.068,#N/A,0.152,0.140,
7/2/2013 4:00 PM,0.071,#N/A,0.155,0.142,
7/2/2013 6:00 PM,0.069,#N/A,0.156,0.143,
7/2/2013 8:00 PM,0.066,#N/A,0.156,0.143,
7/2/2013 10:00 PM,0.057,#N/A,0.154,0.148,
7/3/2013 12:00 AM,0.054,#N/A,0.151,0.146,
7/3/2013 2:00 AM,0.052,#N/A,0.149,0.145,
7/3/2013 4:00 AM,0.051,#N/A,0.147,0.144,
7/3/2013 6:00 AM,0.050,#N/A,0.147,0.144,
7/3/2013 8:00 AM,0.050,#N/A,0.145,0.141,
7/3/2013 10:00 AM,0.053,#N/A,0.146,0.140,
7/3/2013 12:00 PM,0.061,#N/A,0.147,0.138,
7/3/2013 2:00 PM,0.068,#N/A,0.150,0.140,
7/3/2013 4:00 PM,0.069,#N/A,0.154,0.142,
7/3/2013 6:00 PM,0.067,#N/A,0.155,0.142,
7/3/2013 8:00 PM,0.062,#N/A,0.155,0.144,
7/3/2013 10:00 PM,0.057,#N/A,0.152,0.145,
7/4/2013 12:00 AM,0.054,#N/A,0.150,0.145,
7/4/2013 2:00 AM,0.065,#N/A,0.159,0.138,
7/4/2013 4:00 AM,0.071,0.101,0.168,0.128,
7/4/2013 6:00 AM,0.053,#N/A,0.164,0.150,
7/4/2013 8:00 AM,0.051,#N/A,0.159,0.149,
7/4/2013 10:00 AM,0.055,#N/A,0.156,0.145,
7/4/2013 12:00 PM,0.060,#N/A,0.155,0.143,
7/4/2013 2:00 PM,0.066,#N/A,0.158,0.144,
7/4/2013 4:00 PM,0.068,#N/A,0.160,0.144,
7/4/2013 6:00 PM,0.065,#N/A,0.160,0.144,
7/4/2013 8:00 PM,0.063,#N/A,0.159,0.144,
7/4/2013 10:00 PM,0.056,#N/A,0.158,0.148,
7/5/2013 12:00 AM,0.053,#N/A,0.154,0.147,
7/5/2013 2:00 AM,0.074,#N/A,0.168,0.138,
7/5/2013 4:00 AM,0.080,#N/A,0.185,0.136,
7/5/2013 6:00 AM,0.055,#N/A,0.173,0.150,
7/5/2013 8:00 AM,0.051,#N/A,0.171,0.157,
7/5/2013 10:00 AM,0.055,#N/A,0.168,0.153,
7/5/2013 12:00 PM,0.059,#N/A,0.166,0.150,
7/5/2013 2:00 PM,0.063,#N/A,0.164,0.151,
7/5/2013 4:00 PM,0.064,#N/A,0.167,0.152,
7/5/2013 6:00 PM,0.058,#N/A,0.169,0.156,
7/5/2013 8:00 PM,0.058,#N/A,0.168,0.156,
7/5/2013 10:00 PM,0.047,#N/A,0.162,0.154,
7/6/2013 12:00 AM,0.045,#N/A,0.160,0.153,
7/6/2013 2:00 AM,0.043,#N/A,0.158,0.153,
7/6/2013 4:00 AM,0.042,#N/A,0.157,0.153,
7/6/2013 6:00 AM,0.042,#N/A,0.156,0.152,
7/6/2013 8:00 AM,0.043,#N/A,0.155,0.150,
7/6/2013 10:00 AM,0.051,#N/A,0.156,0.145,
7/6/2013 12:00 PM,0.056,#N/A,0.157,0.147,
7/6/2013 2:00 PM,0.060,#N/A,0.159,0.148,
7/6/2013 4:00 PM,0.065,#N/A,0.162,0.149,
7/6/2013 6:00 PM,0.058,#N/A,0.164,0.154,
7/6/2013 8:00 PM,0.055,#N/A,0.162,0.158,
7/6/2013 10:00 PM,0.044,#N/A,0.156,0.164,
7/7/2013 12:00 AM,0.042,#N/A,0.153,0.162,
7/7/2013 2:00 AM,0.041,#N/A,0.152,0.161,
7/7/2013 4:00 AM,0.038,#N/A,0.150,0.162,
7/7/2013 6:00 AM,0.037,#N/A,0.148,0.161,
7/7/2013 8:00 AM,0.037,#N/A,0.147,0.157,
7/7/2013 10:00 AM,0.048,#N/A,0.150,0.152,
7/7/2013 12:00 PM,0.056,#N/A,0.152,0.151,
7/7/2013 2:00 PM,0.066,#N/A,0.158,0.152,
7/7/2013 4:00 PM,0.066,#N/A,0.161,0.154,
7/7/2013 6:00 PM,0.057,#N/A,0.159,0.163,
7/7/2013 8:00 PM,0.053,#N/A,0.155,0.159,
7/7/2013 10:00 PM,0.051,#N/A,0.155,0.161,
7/8/2013 12:00 AM,0.051,#N/A,0.155,0.160,
7/8/2013 2:00 AM,0.049,#N/A,0.153,0.161,
7/8/2013 4:00 AM,0.047,#N/A,0.152,0.161,
7/8/2013 6:00 AM,0.045,#N/A,0.151,0.162,
7/8/2013 8:00 AM,0.044,#N/A,0.150,0.158,
7/8/2013 10:00 AM,0.051,#N/A,0.150,0.151,
7/8/2013 12:00 PM,0.057,#N/A,0.151,0.151,
7/8/2013 2:00 PM,0.062,#N/A,0.154,0.152,
7/8/2013 4:00 PM,0.063,#N/A,0.157,0.153,
7/8/2013 6:00 PM,0.061,#N/A,0.159,0.155,
7/8/2013 8:00 PM,0.059,#N/A,0.159,0.153,
7/8/2013 10:00 PM,0.054,#N/A,0.158,0.161,
7/9/2013 12:00 AM,0.048,#N/A,0.154,0.164,
7/9/2013 2:00 AM,0.048,#N/A,0.152,0.162,
7/9/2013 4:00 AM,0.047,#N/A,0.150,0.158,
7/9/2013 6:00 AM,0.048,#N/A,0.150,0.159,
7/9/2013 8:00 AM,0.048,#N/A,0.148,0.155,
7/9/2013 10:00 AM,0.052,#N/A,0.148,0.150,
7/9/2013 12:00 PM,0.059,#N/A,0.150,0.148,
7/9/2013 2:00 PM,0.065,#N/A,0.153,0.150,
7/9/2013 4:00 PM,0.067,#N/A,0.156,0.152,
7/9/2013 6:00 PM,0.063,#N/A,0.157,0.155,
7/9/2013 8:00 PM,0.060,#N/A,0.156,0.152,
7/9/2013 10:00 PM,0.051,#N/A,0.155,0.162,
7/10/2013 12:00 AM,0.044,#N/A,0.150,0.163,
7/10/2013 2:00 AM,0.044,#N/A,0.148,0.159,
7/10/2013 4:00 AM,0.042,#N/A,0.146,0.162,
7/10/2013 6:00 AM,0.040,#N/A,0.143,0.161,
7/10/2013 8:00 AM,0.042,#N/A,0.143,0.153,
7/10/2013 10:00 AM,0.050,#N/A,0.145,0.147,
7/10/2013 12:00 PM,0.058,#N/A,0.147,0.146,
7/10/2013 2:00 PM,0.064,#N/A,0.151,0.148,
7/10/2013 4:00 PM,0.064,#N/A,0.155,0.151,
7/10/2013 6:00 PM,0.062,#N/A,0.156,0.152,
7/10/2013 8:00 PM,0.060,#N/A,0.155,0.150,
7/10/2013 10:00 PM,0.052,#N/A,0.153,0.156,
7/11/2013 12:00 AM,0.048,#N/A,0.149,0.156,
7/11/2013 2:00 AM,0.045,#N/A,0.147,0.158,
7/11/2013 4:00 AM,0.044,#N/A,0.145,0.156,
7/11/2013 6:00 AM,0.043,#N/A,0.143,0.155,
7/11/2013 8:00 AM,0.043,#N/A,0.143,0.154,
7/11/2013 10:00 AM,0.045,#N/A,0.143,0.150,
7/11/2013 12:00 PM,0.047,#N/A,0.143,0.147,
7/11/2013 2:00 PM,0.058,#N/A,0.147,0.146,
7/11/2013 4:00 PM,0.059,#N/A,0.149,0.152,
7/11/2013 6:00 PM,0.057,#N/A,0.147,0.152,
7/11/2013 8:00 PM,0.055,#N/A,0.148,0.150,
7/11/2013 10:00 PM,0.049,#N/A,0.145,0.149,
7/12/2013 12:00 AM,0.045,#N/A,0.143,0.148,
7/12/2013 2:00 AM,0.043,#N/A,0.142,0.146,
7/12/2013 4:00 AM,0.042,#N/A,0.142,0.145,
7/12/2013 6:00 AM,0.042,#N/A,0.140,0.147,
7/12/2013 8:00 AM,0.042,#N/A,0.140,0.145,
7/12/2013 10:00 AM,0.046,#N/A,0.141,0.141,
7/12/2013 12:00 PM,0.052,#N/A,0.143,0.139,
7/12/2013 2:00 PM,0.054,#N/A,0.145,0.142,
7/12/2013 4:00 PM,0.056,#N/A,0.147,0.141,
7/12/2013 6:00 PM,0.057,#N/A,0.150,0.140,
7/12/2013 8:00 PM,0.054,#N/A,0.151,0.140,
7/12/2013 10:00 PM,0.050,#N/A,0.148,0.144,
7/13/2013 12:00 AM,0.048,#N/A,0.147,0.145,
7/13/2013 2:00 AM,0.047,#N/A,0.145,0.146,
7/13/2013 4:00 AM,0.048,#N/A,0.145,0.145,
7/13/2013 6:00 AM,0.048,#N/A,0.144,0.145,
7/13/2013 8:00 AM,0.047,#N/A,0.143,0.145,
7/13/2013 10:00 AM,0.050,#N/A,0.144,0.142,
7/13/2013 12:00 PM,0.054,#N/A,0.145,0.141,
7/13/2013 2:00 PM,0.057,#N/A,0.147,0.141,
7/13/2013 4:00 PM,0.060,#N/A,0.150,0.140,
7/13/2013 6:00 PM,0.061,#N/A,0.152,0.145,
7/13/2013 8:00 PM,0.058,#N/A,0.151,0.144,
7/13/2013 10:00 PM,0.051,#N/A,0.149,0.145,
7/14/2013 12:00 AM,0.048,#N/A,0.147,0.145,
7/14/2013 2:00 AM,0.044,#N/A,0.143,0.145,
7/14/2013 4:00 AM,0.043,#N/A,0.142,0.143,
7/14/2013 6:00 AM,0.041,#N/A,0.140,0.145,
7/14/2013 8:00 AM,0.042,#N/A,0.140,0.140,
7/14/2013 10:00 AM,0.048,#N/A,0.142,0.137,
7/14/2013 12:00 PM,0.054,#N/A,0.143,0.137,
7/14/2013 2:00 PM,0.059,#N/A,0.147,0.142,
7/14/2013 4:00 PM,0.061,#N/A,0.151,0.143,
7/14/2013 6:00 PM,0.059,#N/A,0.153,0.142,
7/14/2013 8:00 PM,0.058,#N/A,0.153,0.142,
7/14/2013 10:00 PM,0.051,#N/A,0.150,0.145,
7/15/2013 12:00 AM,0.042,#N/A,0.144,0.147,
7/15/2013 2:00 AM,0.040,#N/A,0.142,0.145,
7/15/2013 4:00 AM,0.038,#N/A,0.140,0.144,
7/15/2013 6:00 AM,0.037,#N/A,0.138,0.143,
7/15/2013 8:00 AM,0.038,#N/A,0.138,0.139,
7/15/2013 10:00 AM,0.043,#N/A,0.140,0.136,
7/15/2013 12:00 PM,0.053,#N/A,0.142,0.134,
7/15/2013 2:00 PM,0.060,#N/A,0.147,0.137,
7/15/2013 4:00 PM,0.061,#N/A,0.150,0.138,
7/15/2013 6:00 PM,0.058,#N/A,0.152,0.140,
7/15/2013 8:00 PM,0.051,#N/A,0.150,0.143,
7/15/2013 10:00 PM,0.046,#N/A,0.147,0.145,
7/16/2013 12:00 AM,0.042,#N/A,0.145,0.144,
7/16/2013 2:00 AM,0.042,#N/A,0.143,0.142,
7/16/2013 4:00 AM,0.040,#N/A,0.142,0.143,
7/16/2013 6:00 AM,0.038,#N/A,0.140,0.143,
7/16/2013 8:00 AM,0.039,#N/A,0.139,0.139,
7/16/2013 10:00 AM,0.046,#N/A,0.141,0.136,
7/16/2013 12:00 PM,0.051,#N/A,0.143,0.136,
7/16/2013 2:00 PM,0.057,#N/A,0.147,0.136,
7/16/2013 4:00 PM,0.058,#N/A,0.149,0.138,
7/16/2013 6:00 PM,0.057,#N/A,0.149,0.140,
7/16/2013 8:00 PM,0.055,#N/A,0.148,0.139,
7/16/2013 10:00 PM,0.049,#N/A,0.146,0.147,
7/17/2013 12:00 AM,0.048,#N/A,0.144,0.146,
7/17/2013 2:00 AM,0.045,#N/A,0.143,0.145,
7/17/2013 4:00 AM,0.044,#N/A,0.142,0.147,
7/17/2013 6:00 AM,0.046,#N/A,0.142,0.145,
7/17/2013 8:00 AM,0.046,#N/A,0.140,0.143,
7/17/2013 10:00 AM,0.049,#N/A,0.141,0.140,
7/17/2013 12:00 PM,0.052,#N/A,0.142,0.142,
7/17/2013 2:00 PM,0.055,#N/A,0.145,0.143,
7/17/2013 4:00 PM,0.058,#N/A,0.148,0.143,
7/17/2013 6:00 PM,0.057,#N/A,0.150,0.145,
7/17/2013 8:00 PM,0.054,#N/A,0.150,0.143,
7/17/2013 10:00 PM,0.050,#N/A,0.148,0.147,
7/18/2013 12:00 AM,0.049,#N/A,0.146,0.148,
7/18/2013 2:00 AM,0.046,#N/A,0.143,0.149,
7/18/2013 4:00 AM,0.046,#N/A,0.142,0.148,
7/18/2013 6:00 AM,0.045,#N/A,0.141,0.147,
7/18/2013 8:00 AM,0.045,#N/A,0.140,0.143,
7/18/2013 10:00 AM,0.050,#N/A,0.141,0.140,
7/18/2013 12:00 PM,0.054,#N/A,0.142,0.138,
7/18/2013 2:00 PM,0.059,#N/A,0.146,0.140,
7/18/2013 4:00 PM,0.060,#N/A,0.149,0.141,
7/18/2013 6:00 PM,0.056,#N/A,0.149,0.143,
7/18/2013 8:00 PM,0.054,#N/A,0.149,0.143,
7/18/2013 10:00 PM,0.051,#N/A,0.148,0.150,
7/19/2013 12:00 AM,0.048,#N/A,0.145,0.148,
7/19/2013 2:00 AM,0.046,#N/A,0.143,0.149,
7/19/2013 4:00 AM,0.042,#N/A,0.140,0.150,
7/19/2013 6:00 AM,0.040,#N/A,0.137,0.149,
7/19/2013 8:00 AM,0.039,#N/A,0.135,0.144,
7/19/2013 10:00 AM,0.044,#N/A,0.137,0.138,
7/19/2013 12:00 PM,0.051,#N/A,0.139,0.137,
7/19/2013 2:00 PM,0.058,#N/A,0.143,0.138,
7/19/2013 4:00 PM,0.059,#N/A,0.147,0.140,
7/19/2013 6:00 PM,0.057,#N/A,0.148,0.143,
7/19/2013 8:00 PM,0.053,#N/A,0.148,0.142,
7/19/2013 10:00 PM,0.048,#N/A,0.145,0.149,
7/20/2013 12:00 AM,0.044,#N/A,0.141,0.150,
7/20/2013 2:00 AM,0.042,#N/A,0.138,0.149,
7/20/2013 4:00 AM,0.039,#N/A,0.135,0.149,
7/20/2013 6:00 AM,0.039,0.051,0.134,0.149,
7/20/2013 8:00 AM,0.038,#N/A,0.132,0.143,
7/20/2013 10:00 AM,0.044,#N/A,0.135,0.138,
7/20/2013 12:00 PM,0.051,#N/A,0.138,0.137,
7/20/2013 2:00 PM,0.055,#N/A,0.142,0.138,
7/20/2013 4:00 PM,0.057,#N/A,0.145,0.138,
7/20/2013 6:00 PM,0.055,#N/A,0.147,0.141,
7/20/2013 8:00 PM,0.051,#N/A,0.146,0.141,
7/20/2013 10:00 PM,0.048,#N/A,0.143,0.146,
7/21/2013 12:00 AM,0.043,#N/A,0.140,0.147,
7/21/2013 2:00 AM,0.041,#N/A,0.136,0.147,
7/21/2013 4:00 AM,0.040,#N/A,0.134,0.146,
7/21/2013 6:00 AM,0.042,#N/A,0.134,0.144,
7/21/2013 8:00 AM,0.040,#N/A,0.133,0.142,
7/21/2013 10:00 AM,0.043,#N/A,0.134,0.134,
7/21/2013 12:00 PM,0.051,#N/A,0.136,0.136,
7/21/2013 2:00 PM,0.056,#N/A,0.142,0.137,
7/21/2013 4:00 PM,0.058,#N/A,0.146,0.140,
7/21/2013 6:00 PM,0.055,#N/A,0.148,0.141,
7/21/2013 8:00 PM,0.053,#N/A,0.147,0.140,
7/21/2013 10:00 PM,0.046,#N/A,0.143,0.147,
7/22/2013 12:00 AM,0.042,#N/A,0.140,0.150,
7/22/2013 2:00 AM,0.043,#N/A,0.138,0.148,
7/22/2013 4:00 AM,0.042,#N/A,0.136,0.146,
7/22/2013 6:00 AM,0.040,#N/A,0.134,0.145,
7/22/2013 8:00 AM,0.039,#N/A,0.132,0.140,
7/22/2013 10:00 AM,0.042,#N/A,0.134,0.135,
7/22/2013 12:00 PM,0.048,#N/A,0.136,0.135,
7/22/2013 2:00 PM,0.054,#N/A,0.140,0.138,
7/22/2013 4:00 PM,0.057,#N/A,0.145,0.139,
7/22/2013 6:00 PM,0.054,#N/A,0.147,0.140,
7/22/2013 8:00 PM,0.052,#N/A,0.146,0.139,
7/22/2013 10:00 PM,0.046,#N/A,0.143,0.145,
7/23/2013 12:00 AM,0.043,#N/A,0.140,0.145,
7/23/2013 2:00 AM,0.042,#N/A,0.138,0.144,
7/23/2013 4:00 AM,0.040,#N/A,0.135,0.146,
7/23/2013 6:00 AM,0.037,#N/A,0.132,0.145,
7/23/2013 8:00 AM,0.037,#N/A,0.131,0.140,
7/23/2013 10:00 AM,0.041,#N/A,0.133,0.135,
7/23/2013 12:00 PM,0.046,#N/A,0.135,0.136,
7/23/2013 2:00 PM,0.052,#N/A,0.139,0.136,
7/23/2013 4:00 PM,0.055,#N/A,0.143,0.138,
7/23/2013 6:00 PM,0.052,#N/A,0.144,0.140,
7/23/2013 8:00 PM,0.048,#N/A,0.142,0.141,
7/23/2013 10:00 PM,0.044,#N/A,0.139,0.147,
7/24/2013 12:00 AM,0.040,#N/A,0.135,0.146,
7/24/2013 2:00 AM,0.041,#N/A,0.134,0.141,
7/24/2013 4:00 AM,0.040,#N/A,0.132,0.142,
7/24/2013 6:00 AM,0.038,#N/A,0.130,0.142,
7/24/2013 8:00 AM,0.037,#N/A,0.129,0.139,
7/24/2013 10:00 AM,0.042,#N/A,0.132,0.134,
7/24/2013 12:00 PM,0.048,#N/A,0.134,0.134,
7/24/2013 2:00 PM,0.052,#N/A,0.138,0.136,
7/24/2013 4:00 PM,0.053,#N/A,0.141,0.138,
