HIM2_1,Port 1,Port 2,Port 3,Port 4,Port 5
8/24/2013 10:00 AM,0.032,#N/A,0.120,0.124,
8/24/2013 12:00 PM,0.040,#N/A,0.123,0.126,
8/24/2013 2:00 PM,0.042,#N/A,0.127,0.127,
8/24/2013 4:00 PM,0.103,#N/A,0.155,0.139,
8/24/2013 6:00 PM,0.106,#N/A,0.162,0.175,
8/24/2013 8:00 PM,0.099,#N/A,0.155,0.173,
8/24/2013 10:00 PM,0.095,#N/A,0.150,0.172,
8/25/2013 12:00 AM,0.093,#N/A,0.147,0.170,
8/25/2013 2:00 AM,0.089,#N/A,0.144,0.170,
8/25/2013 4:00 AM,0.087,#N/A,0.142,0.169,
8/25/2013 6:00 AM,0.086,#N/A,0.141,0.168,
8/25/2013 8:00 AM,0.085,#N/A,0.140,0.166,
8/25/2013 10:00 AM,0.089,#N/A,0.140,0.160,
8/25/2013 12:00 PM,0.093,#N/A,0.140,0.158,
8/25/2013 2:00 PM,0.093,#N/A,0.143,0.158,
8/25/2013 4:00 PM,0.090,#N/A,0.145,0.158,
8/25/2013 6:00 PM,0.088,#N/A,0.145,0.158,
8/25/2013 8:00 PM,0.086,#N/A,0.143,0.159,
8/25/2013 10:00 PM,0.082,#N/A,0.142,0.163,
8/26/2013 12:00 AM,0.078,#N/A,0.139,0.163,
8/26/2013 2:00 AM,0.077,#N/A,0.138,0.161,
8/26/2013 4:00 AM,0.076,#N/A,0.138,0.158,
8/26/2013 6:00 AM,0.074,#N/A,0.136,0.159,
8/26/2013 8:00 AM,0.074,#N/A,0.135,0.159,
8/26/2013 10:00 AM,0.075,#N/A,0.135,0.156,
8/26/2013 12:00 PM,0.078,#N/A,0.137,0.155,
8/26/2013 2:00 PM,0.081,#N/A,0.140,0.156,
8/26/2013 4:00 PM,0.082,#N/A,0.141,0.156,
8/26/2013 6:00 PM,0.083,#N/A,0.142,0.158,
8/26/2013 8:00 PM,0.082,#N/A,0.141,0.161,
8/26/2013 10:00 PM,0.078,#N/A,0.139,0.162,
8/27/2013 12:00 AM,0.075,#N/A,0.136,0.162,
8/27/2013 2:00 AM,0.074,#N/A,0.135,0.163,
8/27/2013 4:00 AM,0.071,#N/A,0.132,0.163,
8/27/2013 6:00 AM,0.069,#N/A,0.130,0.162,
8/27/2013 8:00 AM,0.066,#N/A,0.129,0.160,
8/27/2013 10:00 AM,0.070,#N/A,0.130,0.153,
8/27/2013 12:00 PM,0.074,#N/A,0.134,0.155,
8/27/2013 2:00 PM,0.078,#N/A,0.136,0.155,
8/27/2013 4:00 PM,0.079,#N/A,0.139,0.156,
8/27/2013 6:00 PM,0.087,#N/A,0.142,0.159,
8/27/2013 8:00 PM,0.078,#N/A,0.140,0.166,
8/27/2013 10:00 PM,0.075,#N/A,0.138,0.170,
8/28/2013 12:00 AM,0.074,#N/A,0.136,0.169,
8/28/2013 2:00 AM,0.073,#N/A,0.135,0.168,
8/28/2013 4:00 AM,0.072,#N/A,0.134,0.167,
8/28/2013 6:00 AM,0.070,#N/A,0.134,0.167,
8/28/2013 8:00 AM,0.069,#N/A,0.132,0.166,
8/28/2013 10:00 AM,0.074,#N/A,0.134,0.159,
8/28/2013 12:00 PM,0.080,#N/A,0.136,0.158,
8/28/2013 2:00 PM,0.083,#N/A,0.140,0.160,
8/28/2013 4:00 PM,0.082,#N/A,0.143,0.161,
8/28/2013 6:00 PM,0.082,#N/A,0.144,0.164,
8/28/2013 8:00 PM,0.078,#N/A,0.142,0.169,
8/28/2013 10:00 PM,0.074,#N/A,0.139,0.170,
8/29/2013 12:00 AM,0.070,#N/A,0.136,0.169,
8/29/2013 2:00 AM,0.069,#N/A,0.134,0.170,
8/29/2013 4:00 AM,0.066,#N/A,0.132,0.170,
8/29/2013 6:00 AM,0.065,#N/A,0.131,0.169,
8/29/2013 8:00 AM,0.065,#N/A,0.130,0.168,
8/29/2013 10:00 AM,0.070,#N/A,0.132,0.160,
8/29/2013 12:00 PM,0.078,#N/A,0.136,0.156,
8/29/2013 2:00 PM,0.082,#N/A,0.140,0.158,
8/29/2013 4:00 PM,0.082,#N/A,0.144,0.161,
8/29/2013 6:00 PM,0.081,#N/A,0.145,0.164,
8/29/2013 8:00 PM,0.078,#N/A,0.143,0.167,
8/29/2013 10:00 PM,0.073,#N/A,0.140,0.174,
8/30/2013 12:00 AM,0.069,#N/A,0.138,0.175,
8/30/2013 2:00 AM,0.068,#N/A,0.135,0.173,
8/30/2013 4:00 AM,0.066,#N/A,0.134,0.173,
8/30/2013 6:00 AM,0.064,#N/A,0.132,0.171,
8/30/2013 8:00 AM,0.064,#N/A,0.130,0.168,
8/30/2013 10:00 AM,0.068,#N/A,0.132,0.160,
8/30/2013 12:00 PM,0.074,#N/A,0.135,0.156,
8/30/2013 2:00 PM,0.079,#N/A,0.140,0.158,
8/30/2013 4:00 PM,0.080,#N/A,0.143,0.161,
8/30/2013 6:00 PM,0.080,#N/A,0.145,0.163,
8/30/2013 8:00 PM,0.077,#N/A,0.144,0.165,
8/30/2013 10:00 PM,0.071,#N/A,0.141,0.172,
8/31/2013 12:00 AM,0.069,#N/A,0.138,0.170,
8/31/2013 2:00 AM,0.066,#N/A,0.135,0.170,
8/31/2013 4:00 AM,0.058,#N/A,0.130,0.170,
8/31/2013 6:00 AM,0.056,#N/A,0.128,0.169,
8/31/2013 8:00 AM,0.056,#N/A,0.127,0.166,
8/31/2013 10:00 AM,0.063,#N/A,0.130,0.156,
8/31/2013 12:00 PM,0.069,#N/A,0.134,0.153,
8/31/2013 2:00 PM,0.075,#N/A,0.138,0.156,
8/31/2013 4:00 PM,0.074,#N/A,0.142,0.161,
8/31/2013 6:00 PM,0.072,#N/A,0.142,0.163,
8/31/2013 8:00 PM,0.069,#N/A,0.140,0.166,
8/31/2013 10:00 PM,0.065,#N/A,0.138,0.168,
9/1/2013 12:00 AM,0.063,#N/A,0.135,0.168,
9/1/2013 2:00 AM,0.061,#N/A,0.133,0.166,
9/1/2013 4:00 AM,0.059,#N/A,0.131,0.167,
9/1/2013 6:00 AM,0.059,#N/A,0.130,0.166,
9/1/2013 8:00 AM,0.059,#N/A,0.130,0.163,
9/1/2013 10:00 AM,0.061,#N/A,0.130,0.158,
9/1/2013 12:00 PM,0.066,#N/A,0.133,0.155,
9/1/2013 2:00 PM,0.070,#N/A,0.137,0.156,
9/1/2013 4:00 PM,0.070,#N/A,0.139,0.158,
9/1/2013 6:00 PM,0.070,#N/A,0.140,0.159,
9/1/2013 8:00 PM,0.068,#N/A,0.139,0.161,
9/1/2013 10:00 PM,0.065,#N/A,0.136,0.162,
9/2/2013 12:00 AM,0.064,#N/A,0.135,0.162,
9/2/2013 2:00 AM,0.065,#N/A,0.136,0.161,
9/2/2013 4:00 AM,0.059,#N/A,0.134,0.164,
9/2/2013 6:00 AM,0.059,#N/A,0.134,0.163,
9/2/2013 8:00 AM,0.064,#N/A,0.132,0.150,
9/2/2013 10:00 AM,0.074,#N/A,0.137,0.140,
9/2/2013 12:00 PM,0.066,#N/A,0.138,0.170,
9/2/2013 2:00 PM,0.070,#N/A,0.141,0.170,
9/2/2013 4:00 PM,0.071,#N/A,0.143,0.169,
9/2/2013 6:00 PM,0.071,#N/A,0.145,0.168,
9/2/2013 8:00 PM,0.068,#N/A,0.143,0.170,
9/2/2013 10:00 PM,0.073,#N/A,0.145,0.169,
9/3/2013 12:00 AM,0.110,#N/A,0.167,0.157,
9/3/2013 2:00 AM,0.106,#N/A,0.170,0.168,
9/3/2013 4:00 AM,0.115,#N/A,0.177,0.158,
9/3/2013 6:00 AM,0.110,#N/A,0.175,0.172,
9/3/2013 8:00 AM,0.109,#N/A,0.174,0.173,
9/3/2013 10:00 AM,0.107,#N/A,0.174,0.180,
9/3/2013 12:00 PM,0.109,#N/A,0.171,0.178,
9/3/2013 2:00 PM,0.107,#N/A,0.170,0.181,
9/3/2013 4:00 PM,0.099,#N/A,0.168,0.184,
9/3/2013 6:00 PM,0.111,#N/A,0.170,0.160,
9/3/2013 8:00 PM,0.096,#N/A,0.167,0.180,
9/3/2013 10:00 PM,0.091,#N/A,0.164,0.186,
9/4/2013 12:00 AM,0.088,#N/A,0.162,0.185,
9/4/2013 2:00 AM,0.087,#N/A,0.161,0.183,
9/4/2013 4:00 AM,0.086,#N/A,0.159,0.181,
9/4/2013 6:00 AM,0.085,#N/A,0.158,0.179,
9/4/2013 8:00 AM,0.085,#N/A,0.158,0.177,
9/4/2013 10:00 AM,0.089,#N/A,0.158,0.175,
9/4/2013 12:00 PM,0.095,#N/A,0.160,0.173,
9/4/2013 2:00 PM,0.099,#N/A,0.162,0.174,
9/4/2013 4:00 PM,0.099,#N/A,0.165,0.176,
9/4/2013 6:00 PM,0.098,#N/A,0.166,0.179,
9/4/2013 8:00 PM,0.094,#N/A,0.166,0.183,
9/4/2013 10:00 PM,0.090,#N/A,0.163,0.184,
9/5/2013 12:00 AM,0.089,#N/A,0.162,0.184,
9/5/2013 2:00 AM,0.086,#N/A,0.160,0.185,
9/5/2013 4:00 AM,0.085,#N/A,0.158,0.184,
9/5/2013 6:00 AM,0.084,#N/A,0.157,0.182,
9/5/2013 8:00 AM,0.083,#N/A,0.156,0.182,
9/5/2013 10:00 AM,0.086,#N/A,0.155,0.175,
9/5/2013 12:00 PM,0.092,#N/A,0.156,0.172,
9/5/2013 2:00 PM,0.097,#N/A,0.159,0.173,
9/5/2013 4:00 PM,0.097,#N/A,0.162,0.175,
9/5/2013 6:00 PM,0.096,#N/A,0.162,0.174,
9/5/2013 8:00 PM,0.093,#N/A,0.164,0.179,
9/5/2013 10:00 PM,0.089,#N/A,0.162,0.187,
9/6/2013 12:00 AM,0.086,#N/A,0.159,0.185,
9/6/2013 2:00 AM,0.085,#N/A,0.157,0.182,
9/6/2013 4:00 AM,0.084,#N/A,0.156,0.180,
9/6/2013 6:00 AM,0.082,#N/A,0.155,0.180,
9/6/2013 8:00 AM,0.082,#N/A,0.153,0.179,
9/6/2013 10:00 AM,0.082,#N/A,0.152,0.175,
9/6/2013 12:00 PM,0.088,#N/A,0.153,0.168,
9/6/2013 2:00 PM,0.092,#N/A,0.157,0.171,
9/6/2013 4:00 PM,0.090,#N/A,0.159,0.176,
9/6/2013 6:00 PM,0.110,#N/A,0.182,0.176,
9/6/2013 8:00 PM,0.118,#N/A,0.195,0.175,
9/6/2013 10:00 PM,0.133,#N/A,0.207,0.165,
9/7/2013 12:00 AM,0.120,#N/A,0.202,0.195,
9/7/2013 2:00 AM,0.120,#N/A,0.202,0.203,
9/7/2013 4:00 AM,0.118,#N/A,0.201,0.203,
9/7/2013 6:00 AM,0.118,#N/A,0.199,0.203,
9/7/2013 8:00 AM,0.118,#N/A,0.198,0.204,
9/7/2013 10:00 AM,0.118,#N/A,0.197,0.201,
9/7/2013 12:00 PM,0.123,#N/A,0.203,0.201,
9/7/2013 2:00 PM,0.123,#N/A,0.202,0.202,
9/7/2013 4:00 PM,0.123,#N/A,0.199,0.203,
9/7/2013 6:00 PM,0.119,#N/A,0.199,0.203,
9/7/2013 8:00 PM,0.114,#N/A,0.196,0.201,
9/7/2013 10:00 PM,0.112,#N/A,0.193,0.202,
9/8/2013 12:00 AM,0.110,#N/A,0.192,0.202,
9/8/2013 2:00 AM,0.110,#N/A,0.192,0.201,
9/8/2013 4:00 AM,0.110,#N/A,0.191,0.201,
9/8/2013 6:00 AM,0.110,#N/A,0.191,0.201,
9/8/2013 8:00 AM,0.109,#N/A,0.190,0.200,
9/8/2013 10:00 AM,0.110,#N/A,0.189,0.196,
9/8/2013 12:00 PM,0.112,#N/A,0.187,0.193,
9/8/2013 2:00 PM,0.112,#N/A,0.187,0.194,
9/8/2013 4:00 PM,0.110,#N/A,0.187,0.194,
9/8/2013 6:00 PM,0.109,#N/A,0.186,0.191,
9/8/2013 8:00 PM,0.105,#N/A,0.189,0.195,
9/8/2013 10:00 PM,0.102,#N/A,0.189,0.199,
9/9/2013 12:00 AM,0.099,#N/A,0.186,0.199,
9/9/2013 2:00 AM,0.098,#N/A,0.185,0.199,
9/9/2013 4:00 AM,0.095,#N/A,0.183,0.199,
9/9/2013 6:00 AM,0.094,#N/A,0.181,0.197,
9/9/2013 8:00 AM,0.093,#N/A,0.179,0.196,
9/9/2013 10:00 AM,0.095,#N/A,0.178,0.192,
9/9/2013 12:00 PM,0.100,#N/A,0.177,0.185,
9/9/2013 2:00 PM,0.103,#N/A,0.179,0.187,
9/9/2013 4:00 PM,0.105,#N/A,0.179,0.187,
9/9/2013 6:00 PM,0.105,#N/A,0.181,0.189,
9/9/2013 8:00 PM,0.102,#N/A,0.183,0.194,
9/9/2013 10:00 PM,0.098,#N/A,0.183,0.199,
9/10/2013 12:00 AM,0.096,#N/A,0.182,0.198,
9/10/2013 2:00 AM,0.094,#N/A,0.179,0.197,
9/10/2013 4:00 AM,0.093,#N/A,0.178,0.196,
9/10/2013 6:00 AM,0.091,#N/A,0.176,0.196,
9/10/2013 8:00 AM,0.090,#N/A,0.174,0.195,
9/10/2013 10:00 AM,0.091,#N/A,0.173,0.189,
9/10/2013 12:00 PM,0.093,#N/A,0.173,0.186,
9/10/2013 2:00 PM,0.098,#N/A,0.174,0.184,
9/10/2013 4:00 PM,0.100,#N/A,0.175,0.183,
9/10/2013 6:00 PM,0.100,#N/A,0.178,0.188,
9/10/2013 8:00 PM,0.099,#N/A,0.180,0.195,
9/10/2013 10:00 PM,0.096,#N/A,0.179,0.197,
9/11/2013 12:00 AM,0.095,#N/A,0.178,0.196,
9/11/2013 2:00 AM,0.094,#N/A,0.177,0.196,
9/11/2013 4:00 AM,0.093,#N/A,0.175,0.197,
9/11/2013 6:00 AM,0.090,#N/A,0.174,0.198,
9/11/2013 8:00 AM,0.089,#N/A,0.172,0.196,
9/11/2013 10:00 AM,0.090,#N/A,0.172,0.192,
9/11/2013 12:00 PM,0.095,#N/A,0.174,0.189,
9/11/2013 2:00 PM,0.098,#N/A,0.173,0.185,
9/11/2013 4:00 PM,0.099,#N/A,0.174,0.185,
9/11/2013 6:00 PM,0.099,#N/A,0.178,0.192,
9/11/2013 8:00 PM,0.096,#N/A,0.179,0.197,
9/11/2013 10:00 PM,0.112,#N/A,0.182,0.164,
9/12/2013 12:00 AM,0.101,#N/A,0.177,0.175,
9/12/2013 2:00 AM,0.093,#N/A,0.176,0.204,
9/12/2013 4:00 AM,0.091,#N/A,0.174,0.204,
9/12/2013 6:00 AM,0.089,#N/A,0.172,0.202,
9/12/2013 8:00 AM,0.087,#N/A,0.170,0.201,
9/12/2013 10:00 AM,0.090,#N/A,0.170,0.196,
9/12/2013 12:00 PM,0.095,#N/A,0.170,0.189,
9/12/2013 2:00 PM,0.099,#N/A,0.174,0.190,
9/12/2013 4:00 PM,0.097,#N/A,0.177,0.198,
9/12/2013 6:00 PM,0.097,#N/A,0.175,0.194,
9/12/2013 8:00 PM,0.096,#N/A,0.177,0.201,
9/12/2013 10:00 PM,0.094,#N/A,0.176,0.204,
9/13/2013 12:00 AM,0.093,#N/A,0.175,0.203,
9/13/2013 2:00 AM,0.092,#N/A,0.174,0.202,
9/13/2013 4:00 AM,0.092,#N/A,0.173,0.201,
9/13/2013 6:00 AM,0.091,#N/A,0.173,0.199,
9/13/2013 8:00 AM,0.091,#N/A,0.171,0.194,
9/13/2013 10:00 AM,0.104,#N/A,0.179,0.161,
9/13/2013 12:00 PM,0.145,#N/A,0.225,0.222,
9/13/2013 2:00 PM,0.193,#N/A,0.251,0.240,
9/13/2013 4:00 PM,0.182,#N/A,0.259,0.256,
9/13/2013 6:00 PM,0.179,#N/A,0.257,0.261,
9/13/2013 8:00 PM,0.177,#N/A,0.255,0.263,
9/13/2013 10:00 PM,0.175,#N/A,0.253,0.264,
9/14/2013 12:00 AM,0.175,#N/A,0.252,0.263,
9/14/2013 2:00 AM,0.174,#N/A,0.251,0.263,
9/14/2013 4:00 AM,0.174,#N/A,0.250,0.262,
9/14/2013 6:00 AM,0.173,#N/A,0.249,0.262,
9/14/2013 8:00 AM,0.180,#N/A,0.251,0.261,
9/14/2013 10:00 AM,0.243,#N/A,0.266,0.256,
9/14/2013 12:00 PM,0.322,#N/A,0.302,0.287,
9/14/2013 2:00 PM,0.324,#N/A,0.328,0.307,
9/14/2013 4:00 PM,0.319,#N/A,0.342,0.320,
9/14/2013 6:00 PM,0.318,#N/A,0.344,0.324,
9/14/2013 8:00 PM,0.315,#N/A,0.341,0.327,
9/14/2013 10:00 PM,0.314,#N/A,0.338,0.327,
9/15/2013 12:00 AM,0.312,#N/A,0.335,0.326,
9/15/2013 2:00 AM,0.310,#N/A,0.332,0.326,
9/15/2013 4:00 AM,0.309,#N/A,0.330,0.325,
9/15/2013 6:00 AM,0.308,-0.138,0.329,0.324,
9/15/2013 8:00 AM,0.307,0.230,0.328,0.324,
9/15/2013 10:00 AM,0.307,#N/A,0.329,0.323,
9/15/2013 12:00 PM,0.307,#N/A,0.331,0.325,
9/15/2013 2:00 PM,0.306,#N/A,0.332,0.328,
9/15/2013 4:00 PM,0.305,#N/A,0.333,0.330,
9/15/2013 6:00 PM,0.304,#N/A,0.332,0.330,
9/15/2013 8:00 PM,0.302,#N/A,0.331,0.331,
9/15/2013 10:00 PM,0.300,#N/A,0.328,0.331,
9/16/2013 12:00 AM,0.299,#N/A,0.324,0.330,
9/16/2013 2:00 AM,0.297,0.313,0.322,0.329,
9/16/2013 4:00 AM,0.296,#N/A,0.321,0.328,
9/16/2013 6:00 AM,0.295,#N/A,0.319,0.327,
9/16/2013 8:00 AM,0.294,0.262,0.318,0.327,
9/16/2013 10:00 AM,0.294,#N/A,0.318,0.326,
9/16/2013 12:00 PM,0.294,#N/A,0.320,0.326,
9/16/2013 2:00 PM,0.294,#N/A,0.323,0.329,
9/16/2013 4:00 PM,0.294,#N/A,0.326,0.330,
9/16/2013 6:00 PM,0.293,#N/A,0.328,0.331,
9/16/2013 8:00 PM,0.290,#N/A,0.327,0.332,
9/16/2013 10:00 PM,0.290,#N/A,0.323,0.331,
9/17/2013 12:00 AM,0.287,#N/A,0.320,0.329,
9/17/2013 2:00 AM,0.284,#N/A,0.317,0.327,
9/17/2013 4:00 AM,0.283,#N/A,0.316,0.326,
9/17/2013 6:00 AM,0.281,#N/A,0.314,0.325,
9/17/2013 8:00 AM,0.279,#N/A,0.312,0.324,
9/17/2013 10:00 AM,0.278,#N/A,0.311,0.323,
9/17/2013 12:00 PM,0.276,#N/A,0.312,0.322,
9/17/2013 2:00 PM,0.279,#N/A,0.316,0.325,
9/17/2013 4:00 PM,0.281,#N/A,0.319,0.328,
9/17/2013 6:00 PM,0.282,#N/A,0.320,0.329,
9/17/2013 8:00 PM,0.280,#N/A,0.319,0.329,
9/17/2013 10:00 PM,0.278,#N/A,0.316,0.329,
9/18/2013 12:00 AM,0.274,#N/A,0.312,0.327,
9/18/2013 2:00 AM,0.271,#N/A,0.310,0.325,
9/18/2013 4:00 AM,0.270,0.309,0.307,0.323,
9/18/2013 6:00 AM,0.267,0.308,0.305,0.321,
9/18/2013 8:00 AM,0.266,0.306,0.302,0.319,
9/18/2013 10:00 AM,0.263,-0.086,0.299,0.317,
9/18/2013 12:00 PM,0.262,#N/A,0.300,0.317,
9/18/2013 2:00 PM,0.265,#N/A,0.302,0.319,
9/18/2013 4:00 PM,0.268,#N/A,0.305,0.320,
9/18/2013 6:00 PM,0.268,#N/A,0.306,0.321,
9/18/2013 8:00 PM,0.267,#N/A,0.306,0.321,
9/18/2013 10:00 PM,0.266,0.309,0.303,0.320,
9/19/2013 12:00 AM,0.264,0.307,0.300,0.318,
9/19/2013 2:00 AM,0.262,0.305,0.298,0.316,
9/19/2013 4:00 AM,0.260,0.304,0.296,0.315,
9/19/2013 6:00 AM,0.258,0.302,0.293,0.313,
9/19/2013 8:00 AM,0.256,0.300,0.291,0.312,
9/19/2013 10:00 AM,0.253,0.300,0.289,0.309,
9/19/2013 12:00 PM,0.251,#N/A,0.290,0.309,
9/19/2013 2:00 PM,0.254,#N/A,0.292,0.311,
9/19/2013 4:00 PM,0.259,#N/A,0.296,0.314,
9/19/2013 6:00 PM,0.260,#N/A,0.298,0.315,
9/19/2013 8:00 PM,0.260,#N/A,0.299,0.316,
9/19/2013 10:00 PM,0.260,0.305,0.295,0.315,
9/20/2013 12:00 AM,0.257,0.302,0.292,0.313,
9/20/2013 2:00 AM,0.253,0.300,0.289,0.310,
9/20/2013 4:00 AM,0.249,0.299,0.286,0.308,
9/20/2013 6:00 AM,0.247,0.297,0.284,0.307,
9/20/2013 8:00 AM,0.245,0.296,0.283,0.305,
9/20/2013 10:00 AM,0.245,0.240,0.281,0.303,
9/20/2013 12:00 PM,0.243,#N/A,0.282,0.302,
9/20/2013 2:00 PM,0.245,#N/A,0.285,0.305,
9/20/2013 4:00 PM,0.251,#N/A,0.289,0.309,
9/20/2013 6:00 PM,0.253,#N/A,0.292,0.311,
9/20/2013 8:00 PM,0.252,#N/A,0.293,0.313,
9/20/2013 10:00 PM,0.254,#N/A,0.292,0.313,
9/21/2013 12:00 AM,0.252,-0.035,0.290,0.311,
9/21/2013 2:00 AM,0.249,0.301,0.287,0.309,
9/21/2013 4:00 AM,0.248,0.299,0.285,0.308,
9/21/2013 6:00 AM,0.246,0.299,0.283,0.307,
9/21/2013 8:00 AM,0.245,0.297,0.282,0.306,
9/21/2013 10:00 AM,0.246,#N/A,0.280,0.303,
9/21/2013 12:00 PM,0.242,#N/A,0.280,0.302,
9/21/2013 2:00 PM,0.246,#N/A,0.284,0.304,
9/21/2013 4:00 PM,0.251,#N/A,0.288,0.307,
9/21/2013 6:00 PM,0.253,#N/A,0.291,0.310,
9/21/2013 8:00 PM,0.253,#N/A,0.292,0.311,
9/21/2013 10:00 PM,0.253,#N/A,0.290,0.310,
9/22/2013 12:00 AM,0.251,#N/A,0.288,0.309,
9/22/2013 2:00 AM,0.251,#N/A,0.287,0.308,
9/22/2013 4:00 AM,0.247,#N/A,0.286,0.309,
9/22/2013 6:00 AM,0.245,#N/A,0.284,0.307,
9/22/2013 8:00 AM,0.240,#N/A,0.282,0.306,
9/22/2013 10:00 AM,0.240,#N/A,0.280,0.304,
9/22/2013 12:00 PM,0.240,#N/A,0.280,0.303,
9/22/2013 2:00 PM,0.241,#N/A,0.281,0.304,
9/22/2013 4:00 PM,0.245,#N/A,0.283,0.305,
9/22/2013 6:00 PM,0.243,#N/A,0.284,0.307,
9/22/2013 8:00 PM,0.245,#N/A,0.285,0.307,
9/22/2013 10:00 PM,0.245,#N/A,0.284,0.306,
9/23/2013 12:00 AM,0.242,#N/A,0.281,0.304,
9/23/2013 2:00 AM,0.240,-0.103,0.279,0.303,
9/23/2013 4:00 AM,0.237,0.297,0.277,0.301,
9/23/2013 6:00 AM,0.233,0.295,0.275,0.300,
9/23/2013 8:00 AM,0.234,0.293,0.273,0.299,
9/23/2013 10:00 AM,0.233,#N/A,0.271,0.296,
9/23/2013 12:00 PM,0.231,#N/A,0.271,0.296,
9/23/2013 2:00 PM,0.232,#N/A,0.274,0.298,
9/23/2013 4:00 PM,0.235,#N/A,0.277,0.300,
9/23/2013 6:00 PM,0.236,#N/A,0.279,0.301,
9/23/2013 8:00 PM,0.238,#N/A,0.281,0.303,
9/23/2013 10:00 PM,0.238,#N/A,0.279,0.302,
